gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,product,purchase
F,22,single,basic,0,full_time,1,2,21250,no,0,owner_morg,4,derivatives,no
M,26,single,highsch,0,part_time,2,6,19125,no,0,tenant,2,derivatives,yes
M,44,married,univ,2,self_employ,6,20,95625,yes,29597,owner_morg,4,bonds,yes
M,34,divorced,univ,0,unemployed,0,3,0,no,0,tenant,13,derivatives,yes
F,21,single,highsch,0,full_time,2,2,31875,no,0,tenant,8,stocks,yes
M,21,married,highsch,0,self_employ,1,2,38250,yes,40396,tenant,6,derivatives,yes
F,41,married,postgrad,3,unemployed,0,5,0,yes,52310,tenant,11,bonds,yes
F,36,divorced,highsch,0,part_time,2,14,28688,no,0,owner_morg,14,derivatives,no
F,32,married,basic,2,self_employ,1,4,38250,yes,49339,tenant,14,stocks,no
M,41,single,univ,0,self_employ,7,12,95625,no,0,owner,4,bonds,no
F,34,widowed,postgrad,0,full_time,1,7,127500,no,0,owner_morg,2,derivatives,no
M,21,single,highsch,0,part_time,2,2,19125,no,0,w_parents,8,bonds,no
M,41,married,univ,2,part_time,0,18,47813,yes,57331,tenant,8,derivatives,yes
M,29,divorced,univ,0,part_time,5,8,31875,no,0,owner_morg,5,stocks,yes
M,37,divorced,postgrad,0,full_time,1,9,127500,no,0,owner,10,derivatives,yes
F,46,divorced,highsch,0,self_employ,4,9,57375,no,0,tenant,7,bonds,yes
M,25,single,basic,0,full_time,2,6,21250,no,0,tenant,8,stocks,yes
F,29,single,univ,0,part_time,6,9,31875,no,0,tenant,1,derivatives,no
F,30,divorced,univ,1,full_time,0,8,79688,no,0,tenant,6,bonds,yes
F,28,married,univ,2,self_employ,5,7,63750,yes,61131,owner,4,bonds,no
F,49,divorced,basic,0,full_time,12,12,31875,no,0,tenant,9,bonds,yes
M,22,single,univ,0,part_time,2,2,31875,no,0,tenant,6,bonds,no
M,21,single,highsch,0,full_time,0,2,31875,no,0,owner_morg,3,stocks,no
F,28,divorced,highsch,0,self_employ,2,5,38250,no,0,tenant,7,bonds,yes
M,30,divorced,highsch,3,full_time,5,7,47813,no,0,tenant,4,derivatives,no
M,34,married,univ,1,self_employ,4,4,95625,no,0,owner,14,derivatives,yes
M,31,single,postgrad,0,full_time,2,6,127500,no,0,owner_morg,7,bonds,no
F,32,single,highsch,0,self_employ,0,11,57375,no,0,tenant,11,derivatives,no
F,33,married,basic,0,full_time,8,8,31875,yes,38840,tenant,4,stocks,no
M,33,married,basic,2,unemployed,0,2,0,yes,1783,tenant,15,stocks,no
M,43,divorced,univ,1,unemployed,0,13,0,no,0,tenant,4,derivatives,yes
F,58,widowed,basic,2,full_time,2,13,37188,no,0,tenant,12,derivatives,yes
M,50,single,basic,0,self_employ,15,22,44625,no,0,owner,1,stocks,no
M,25,single,univ,0,part_time,2,2,31875,no,0,owner_morg,3,bonds,no
M,33,single,highsch,0,self_employ,6,9,57375,no,0,tenant,3,derivatives,yes
F,22,divorced,univ,1,full_time,0,1,53125,no,0,owner,6,derivatives,no
M,50,single,highsch,0,part_time,6,7,33469,no,0,tenant,7,derivatives,yes
F,27,divorced,highsch,2,full_time,0,5,31875,no,0,tenant,10,bonds,yes
F,31,widowed,basic,2,part_time,2,8,19125,no,0,tenant,9,derivatives,yes
M,56,single,postgrad,0,full_time,4,21,148750,no,0,owner,15,derivatives,yes
F,35,divorced,highsch,2,full_time,0,8,47813,no,0,tenant,1,bonds,yes
M,30,widowed,highsch,1,full_time,4,4,47813,no,0,owner,3,derivatives,yes
F,20,single,highsch,0,full_time,0,1,31875,no,0,tenant,3,stocks,yes
F,24,single,highsch,0,self_employ,1,2,38250,no,0,owner_morg,8,bonds,yes
F,48,married,postgrad,3,self_employ,3,3,153000,yes,89264,owner_morg,4,bonds,yes
F,35,divorced,postgrad,1,full_time,3,8,127500,no,0,owner_morg,6,bonds,yes
M,43,divorced,highsch,0,self_employ,0,1,57375,no,0,owner,14,derivatives,no
M,49,married,highsch,2,part_time,3,21,28688,yes,32997,tenant,9,derivatives,no
M,38,widowed,highsch,0,full_time,10,12,47813,no,0,tenant,12,stocks,no
M,45,single,univ,0,part_time,7,18,47813,no,0,owner_morg,12,derivatives,yes
M,56,widowed,basic,3,part_time,18,21,22313,no,0,owner,3,bonds,yes
M,49,single,univ,0,part_time,2,5,47813,no,0,tenant,7,stocks,no
F,23,married,basic,1,self_employ,0,2,25500,yes,56224,tenant,3,stocks,yes
M,74,divorced,basic,0,retired,2,26,14875,no,0,owner,13,stocks,no
F,60,single,basic,0,unemployed,0,23,0,no,0,tenant,8,stocks,no
M,46,married,univ,2,part_time,14,15,47813,yes,50331,tenant,6,derivatives,yes
M,28,widowed,univ,0,full_time,2,6,53125,no,0,tenant,1,bonds,no
F,33,single,highsch,0,full_time,6,6,47813,no,0,owner,11,derivatives,no
M,37,married,highsch,2,unemployed,0,1,0,yes,59623,tenant,4,derivatives,yes
F,26,single,basic,0,part_time,0,5,12750,no,0,owner_morg,10,bonds,no
M,26,divorced,univ,0,full_time,4,5,53125,no,0,tenant,3,stocks,yes
M,63,divorced,univ,0,unemployed,0,6,0,no,0,tenant,13,bonds,no
F,36,married,highsch,2,part_time,9,13,28688,yes,41020,owner_morg,15,stocks,no
F,24,single,highsch,0,full_time,2,5,31875,no,0,tenant,3,bonds,yes
M,32,married,highsch,3,full_time,0,6,47813,yes,54230,tenant,8,stocks,no
M,26,single,basic,0,full_time,1,6,21250,no,0,tenant,7,stocks,yes
F,27,married,highsch,0,full_time,5,5,31875,yes,43608,tenant,4,derivatives,no
M,21,married,highsch,1,self_employ,1,2,38250,yes,46267,owner,4,bonds,yes
M,31,divorced,basic,1,full_time,3,3,31875,no,0,tenant,8,derivatives,yes
M,53,single,basic,0,part_time,7,16,22313,no,0,tenant,10,stocks,no
F,23,divorced,highsch,0,self_employ,3,3,38250,no,0,owner,3,stocks,yes
F,30,married,highsch,2,part_time,0,4,28688,yes,44882,tenant,3,derivatives,yes
M,53,single,postgrad,0,full_time,11,21,148750,no,0,owner_morg,9,derivatives,yes
F,27,single,highsch,0,full_time,1,2,31875,no,0,owner_morg,7,bonds,yes
F,41,widowed,univ,1,self_employ,10,11,95625,no,0,tenant,1,stocks,no
F,46,divorced,univ,2,full_time,14,17,79688,no,0,owner,3,derivatives,no
M,21,married,highsch,1,self_employ,1,1,38250,yes,40194,tenant,6,stocks,yes
F,55,widowed,highsch,2,unemployed,0,12,0,no,0,tenant,15,bonds,yes
M,47,divorced,highsch,0,full_time,0,11,47813,no,0,tenant,5,bonds,no
F,25,widowed,highsch,0,full_time,0,3,31875,no,0,tenant,10,bonds,yes
M,59,married,univ,0,part_time,4,6,55781,yes,34235,tenant,11,bonds,no
M,21,divorced,basic,1,full_time,1,2,21250,no,0,owner_morg,8,stocks,yes
M,59,divorced,postgrad,1,full_time,19,19,148750,no,0,tenant,10,stocks,no
F,43,widowed,postgrad,0,full_time,6,6,127500,no,0,owner,3,stocks,no
F,55,divorced,basic,2,full_time,9,16,37188,no,0,tenant,3,derivatives,no
M,53,divorced,basic,3,unemployed,0,19,0,no,0,tenant,6,bonds,yes
M,33,divorced,univ,0,unemployed,0,4,0,no,0,owner,3,derivatives,yes
F,22,single,highsch,0,full_time,2,2,31875,no,0,tenant,4,derivatives,no
M,35,married,highsch,3,self_employ,3,10,57375,yes,54923,owner_morg,15,derivatives,no
M,48,married,highsch,2,self_employ,6,18,57375,yes,34378,tenant,7,bonds,yes
F,33,married,highsch,1,part_time,2,8,28688,yes,45157,owner_morg,5,derivatives,yes
F,25,single,univ,0,self_employ,2,2,63750,no,0,tenant,1,bonds,yes
M,54,divorced,highsch,2,self_employ,17,17,66938,no,0,tenant,12,derivatives,yes
M,37,single,highsch,0,full_time,3,12,47813,no,0,owner_morg,8,derivatives,yes
M,28,widowed,highsch,0,unemployed,0,2,0,no,0,owner,4,stocks,yes
F,29,widowed,univ,0,part_time,5,5,31875,no,0,owner_morg,6,derivatives,yes
F,29,divorced,basic,2,full_time,3,7,21250,no,0,tenant,8,bonds,yes
F,29,married,univ,3,full_time,0,1,53125,yes,34012,tenant,9,derivatives,yes
M,24,married,univ,1,self_employ,3,3,63750,yes,43323,tenant,8,stocks,yes
M,47,widowed,highsch,2,full_time,1,20,47813,no,0,tenant,12,stocks,no
M,29,divorced,highsch,1,full_time,6,7,31875,no,0,owner_morg,4,stocks,yes
F,28,married,highsch,2,unemployed,0,1,0,yes,23416,owner,8,bonds,yes
F,31,divorced,basic,2,full_time,3,5,31875,no,0,owner_morg,13,stocks,no
M,30,single,univ,0,unemployed,0,3,0,no,0,owner,14,stocks,no
M,63,widowed,highsch,1,unemployed,0,25,0,no,0,owner_morg,4,bonds,yes
F,28,married,postgrad,1,part_time,0,3,51000,yes,39261,owner_morg,1,bonds,yes
M,21,single,highsch,0,self_employ,1,1,38250,no,0,tenant,6,derivatives,yes
M,39,married,highsch,3,part_time,11,15,28688,yes,54103,owner_morg,15,stocks,no
M,65,divorced,univ,3,self_employ,2,12,111563,no,0,owner,3,stocks,no
F,48,married,highsch,0,unemployed,0,6,0,yes,15732,tenant,9,derivatives,no
M,25,single,highsch,0,unemployed,0,4,0,no,0,tenant,8,bonds,no
M,57,widowed,highsch,2,part_time,18,18,33469,no,0,owner_morg,15,derivatives,yes
F,45,divorced,univ,3,unemployed,0,20,0,no,0,owner_morg,9,stocks,no
M,31,divorced,univ,1,full_time,1,1,79688,no,0,owner,13,derivatives,yes
F,84,married,highsch,1,unemployed,0,21,0,yes,30026,owner,15,bonds,yes
M,38,single,highsch,0,part_time,2,10,28688,no,0,owner_morg,3,stocks,no
M,23,single,univ,0,part_time,3,3,31875,no,0,tenant,5,bonds,no
M,27,single,univ,0,self_employ,3,7,63750,no,0,owner,1,stocks,yes
F,35,divorced,basic,1,full_time,2,6,31875,no,0,tenant,3,derivatives,no
M,64,divorced,postgrad,0,full_time,7,7,148750,no,0,tenant,7,stocks,no
F,35,divorced,univ,0,part_time,0,7,47813,no,0,owner_morg,13,stocks,no
F,27,single,highsch,0,unemployed,0,5,0,no,0,owner,3,stocks,yes
F,45,widowed,univ,2,unemployed,0,13,0,no,0,tenant,5,bonds,yes
F,28,divorced,univ,1,full_time,5,5,53125,no,0,owner_morg,5,bonds,yes
F,63,widowed,highsch,3,full_time,15,15,55781,no,0,tenant,13,stocks,no
F,30,widowed,highsch,2,part_time,0,6,28688,no,0,tenant,2,stocks,no
M,24,single,basic,0,full_time,0,5,21250,no,0,tenant,6,bonds,no
F,31,single,highsch,0,part_time,2,8,28688,no,0,owner_morg,14,derivatives,no
F,31,married,highsch,1,part_time,7,7,28688,yes,56896,tenant,7,bonds,yes
F,45,single,highsch,0,full_time,12,20,47813,no,0,owner_morg,11,derivatives,no
M,47,divorced,univ,3,full_time,11,18,79688,no,0,tenant,4,stocks,no
M,22,single,basic,0,unemployed,0,1,0,no,0,owner_morg,5,bonds,no
M,34,married,univ,2,full_time,2,10,79688,yes,40120,tenant,6,stocks,no
F,42,married,basic,1,part_time,12,18,19125,yes,30276,tenant,15,stocks,no
M,50,widowed,postgrad,0,full_time,5,22,148750,no,0,owner_morg,3,bonds,no
F,40,single,univ,0,full_time,9,15,79688,no,0,tenant,3,bonds,yes
M,35,divorced,univ,0,unemployed,0,4,0,no,0,tenant,10,stocks,no
M,66,single,univ,0,retired,9,28,37188,no,0,tenant,10,stocks,no
M,34,married,basic,2,self_employ,5,5,38250,no,0,tenant,11,stocks,no
F,52,single,basic,0,full_time,0,9,37188,no,0,owner,15,bonds,yes
M,49,widowed,highsch,2,self_employ,12,13,57375,no,0,tenant,4,derivatives,yes
M,78,married,univ,1,retired,13,42,37188,no,0,tenant,7,stocks,no
F,55,divorced,basic,1,unemployed,0,2,0,no,0,owner_morg,5,stocks,no
F,25,single,basic,0,unemployed,0,4,0,no,0,owner,2,derivatives,no
F,40,married,basic,0,unemployed,0,14,0,yes,30327,tenant,13,derivatives,no
M,39,single,highsch,0,part_time,3,16,28688,no,0,tenant,9,bonds,no
F,55,married,basic,1,part_time,6,16,22313,yes,59784,owner,6,stocks,no
M,25,divorced,basic,3,part_time,2,5,12750,no,0,owner_morg,2,derivatives,yes
M,31,single,highsch,0,self_employ,2,6,57375,no,0,tenant,3,bonds,no
M,23,married,highsch,0,self_employ,1,3,38250,no,0,tenant,8,stocks,yes
M,25,single,basic,0,part_time,4,5,12750,no,0,tenant,4,bonds,no
F,22,divorced,highsch,0,self_employ,2,2,38250,no,0,owner,3,derivatives,no
M,46,married,postgrad,0,full_time,5,9,127500,yes,67004,owner,13,bonds,no
F,25,single,univ,0,full_time,4,4,53125,no,0,tenant,9,derivatives,no
F,45,divorced,highsch,0,self_employ,2,13,57375,no,0,tenant,8,derivatives,no
F,35,single,postgrad,0,full_time,1,2,127500,no,0,owner_morg,7,stocks,no
F,20,divorced,basic,1,full_time,1,2,21250,no,0,tenant,3,bonds,yes
M,45,widowed,highsch,2,self_employ,13,13,57375,no,0,owner,2,stocks,no
M,29,single,highsch,0,self_employ,3,8,38250,no,0,owner_morg,7,bonds,no
M,39,divorced,highsch,2,self_employ,6,12,57375,no,0,tenant,15,derivatives,yes
F,74,single,highsch,0,unemployed,0,42,0,no,0,owner,3,bonds,yes
F,43,divorced,postgrad,0,full_time,13,13,127500,no,0,tenant,3,stocks,no
M,34,single,highsch,0,unemployed,0,10,0,no,0,tenant,14,bonds,no
F,35,divorced,univ,0,part_time,1,9,47813,no,0,owner,14,bonds,yes
F,32,single,postgrad,0,full_time,4,10,127500,no,0,owner,5,derivatives,no
M,47,single,postgrad,0,full_time,14,14,127500,no,0,owner_morg,8,derivatives,yes
F,25,married,highsch,2,part_time,2,2,19125,yes,48013,tenant,6,derivatives,yes
F,30,divorced,basic,1,full_time,0,10,31875,no,0,owner,2,derivatives,no
M,21,married,basic,0,self_employ,2,2,25500,yes,34736,tenant,6,bonds,no
F,39,divorced,basic,3,full_time,3,14,31875,no,0,tenant,7,bonds,yes
F,36,divorced,highsch,0,unemployed,0,8,0,no,0,owner,14,stocks,no
F,34,single,highsch,0,self_employ,8,8,57375,no,0,tenant,4,stocks,no
M,22,single,univ,0,part_time,2,2,31875,no,0,tenant,5,derivatives,yes
F,36,divorced,univ,3,part_time,2,12,47813,no,0,tenant,11,derivatives,no
F,31,single,basic,0,self_employ,7,8,38250,no,0,tenant,12,derivatives,no
F,51,widowed,highsch,0,unemployed,0,24,0,no,0,owner,13,stocks,no
F,38,widowed,univ,3,self_employ,10,16,95625,no,0,owner,14,stocks,no
F,21,married,highsch,1,full_time,0,2,31875,yes,47044,tenant,3,stocks,yes
M,35,widowed,highsch,1,part_time,7,7,28688,no,0,owner,15,stocks,no
F,42,single,basic,0,full_time,10,10,31875,no,0,tenant,13,stocks,no
M,31,single,highsch,0,self_employ,6,6,57375,no,0,tenant,7,stocks,no
M,21,married,basic,1,unemployed,0,2,0,yes,10087,tenant,4,derivatives,yes
M,20,single,highsch,0,full_time,0,2,31875,no,0,owner_morg,8,stocks,yes
M,39,widowed,univ,2,full_time,0,17,79688,no,0,owner_morg,11,bonds,yes
F,31,single,univ,0,part_time,6,10,47813,no,0,tenant,8,derivatives,no
F,42,single,highsch,0,full_time,2,5,47813,no,0,tenant,12,stocks,no
M,53,single,highsch,0,full_time,8,22,55781,no,0,owner,2,derivatives,yes
F,51,divorced,univ,2,full_time,10,26,92969,no,0,owner_morg,8,bonds,yes
F,25,single,basic,0,self_employ,0,3,25500,no,0,tenant,9,derivatives,no
F,23,single,highsch,0,part_time,1,3,19125,no,0,owner_morg,8,stocks,yes
F,46,single,postgrad,0,full_time,4,12,127500,no,0,tenant,10,derivatives,no
M,27,divorced,highsch,0,unemployed,0,0,0,no,0,tenant,2,derivatives,yes
M,31,single,univ,0,full_time,3,5,79688,no,0,tenant,15,bonds,no
M,47,single,univ,0,full_time,9,20,79688,no,0,tenant,8,bonds,no
F,58,widowed,highsch,0,full_time,0,16,55781,no,0,tenant,2,derivatives,yes
M,40,married,highsch,1,unemployed,0,4,0,yes,52881,owner,11,derivatives,no
M,24,divorced,basic,0,full_time,1,2,21250,no,0,tenant,5,stocks,yes
F,40,widowed,basic,0,part_time,8,8,19125,no,0,owner,12,bonds,yes
M,23,married,univ,1,self_employ,0,4,63750,yes,44876,owner,3,derivatives,yes
F,69,divorced,univ,0,self_employ,22,22,111563,no,0,owner_morg,4,bonds,yes
F,41,married,basic,1,full_time,9,12,31875,yes,42517,owner_morg,12,stocks,no
F,38,single,highsch,0,unemployed,0,14,0,no,0,tenant,6,stocks,no
F,36,married,postgrad,0,full_time,9,9,127500,yes,54500,tenant,11,derivatives,no
F,43,divorced,basic,1,part_time,13,15,19125,no,0,owner_morg,9,stocks,no
M,21,divorced,highsch,1,part_time,1,1,19125,no,0,tenant,7,bonds,yes
F,66,widowed,postgrad,2,self_employ,9,27,178500,no,0,owner,1,stocks,no
F,58,single,highsch,0,full_time,0,0,55781,no,0,tenant,10,derivatives,no
F,39,single,univ,0,full_time,3,5,79688,no,0,tenant,6,bonds,yes
M,24,divorced,highsch,0,unemployed,0,2,0,no,0,owner,5,stocks,yes
F,36,single,postgrad,0,full_time,1,5,127500,no,0,owner_morg,10,bonds,yes
M,53,divorced,basic,0,self_employ,6,15,44625,no,0,owner_morg,9,derivatives,no
F,57,single,highsch,0,self_employ,3,31,66938,no,0,tenant,14,bonds,yes
F,56,married,basic,2,part_time,17,22,22313,yes,59472,tenant,8,derivatives,yes
F,45,married,postgrad,1,self_employ,10,13,153000,yes,39996,owner,11,stocks,no
M,28,married,univ,2,full_time,5,6,53125,yes,34025,tenant,2,derivatives,yes
M,23,divorced,univ,0,full_time,2,2,53125,no,0,tenant,4,bonds,no
F,28,single,univ,0,part_time,4,4,31875,no,0,owner,2,stocks,yes
F,27,single,postgrad,0,full_time,1,3,85000,no,0,tenant,9,derivatives,no
F,36,single,highsch,0,unemployed,0,14,0,no,0,tenant,7,bonds,yes
F,22,single,univ,0,part_time,1,2,31875,no,0,tenant,8,bonds,yes
M,30,divorced,univ,0,self_employ,3,9,95625,no,0,tenant,10,derivatives,yes
F,34,married,highsch,2,self_employ,6,8,57375,yes,30839,tenant,8,stocks,no
M,28,single,univ,0,part_time,2,8,31875,no,0,owner,1,bonds,no
M,28,married,highsch,1,part_time,0,1,19125,no,0,tenant,2,stocks,yes
M,65,widowed,postgrad,2,full_time,6,34,148750,no,0,owner_morg,14,stocks,no
M,47,married,postgrad,2,unemployed,0,7,0,yes,26879,tenant,9,bonds,yes
F,36,widowed,highsch,1,part_time,4,10,28688,no,0,tenant,8,stocks,no
F,49,divorced,basic,1,part_time,13,14,19125,no,0,tenant,4,bonds,no
F,23,single,univ,0,full_time,1,2,53125,no,0,tenant,7,stocks,yes
M,38,married,univ,0,full_time,7,15,79688,yes,76991,tenant,4,derivatives,yes
M,23,single,basic,0,full_time,1,3,21250,no,0,tenant,3,derivatives,yes
M,31,married,highsch,1,unemployed,0,3,0,no,0,owner_morg,14,bonds,yes
M,55,married,highsch,0,part_time,9,26,33469,yes,48476,owner,15,stocks,no
F,29,married,postgrad,3,part_time,6,9,51000,yes,49762,owner_morg,4,bonds,no
M,23,single,highsch,0,full_time,2,2,31875,no,0,owner_morg,8,bonds,no
M,20,single,highsch,0,full_time,1,1,31875,no,0,tenant,6,bonds,no
F,27,married,highsch,0,part_time,1,2,19125,no,0,owner,3,stocks,yes
F,42,divorced,highsch,2,full_time,3,14,47813,no,0,owner_morg,8,derivatives,no
F,50,married,univ,0,full_time,9,18,92969,yes,85071,owner,6,derivatives,no
F,21,single,highsch,0,part_time,0,2,19125,no,0,w_parents,8,derivatives,no
M,38,single,postgrad,0,full_time,1,6,127500,no,0,owner_morg,4,derivatives,yes
F,42,single,highsch,0,full_time,0,10,47813,no,0,tenant,9,stocks,no
F,35,married,highsch,0,part_time,0,4,28688,no,0,owner_morg,2,bonds,yes
F,56,widowed,highsch,0,part_time,10,18,33469,no,0,tenant,10,bonds,yes
F,29,married,basic,1,unemployed,0,0,0,no,0,tenant,1,derivatives,no
F,29,single,univ,0,full_time,5,6,53125,no,0,tenant,2,derivatives,no
F,47,married,univ,3,full_time,2,19,79688,yes,64995,owner,4,bonds,no
F,22,divorced,highsch,0,full_time,1,1,31875,no,0,owner,6,bonds,no
M,27,married,univ,3,self_employ,0,2,63750,yes,28495,tenant,10,derivatives,no
M,35,married,highsch,1,part_time,7,9,28688,yes,29383,tenant,7,bonds,yes
F,23,divorced,univ,1,full_time,3,3,53125,no,0,tenant,8,derivatives,no
F,53,widowed,highsch,3,part_time,3,28,33469,no,0,tenant,2,derivatives,no
M,25,married,univ,2,full_time,4,5,53125,yes,35103,tenant,1,derivatives,yes
M,40,married,highsch,1,part_time,5,7,28688,yes,31735,tenant,12,stocks,no
F,45,single,highsch,0,unemployed,0,15,0,no,0,tenant,5,bonds,no
M,38,divorced,basic,0,unemployed,0,14,0,no,0,tenant,9,derivatives,yes
F,28,single,postgrad,0,full_time,2,7,85000,no,0,owner,3,stocks,yes
M,60,widowed,basic,0,full_time,21,31,37188,no,0,owner_morg,9,derivatives,yes
F,56,divorced,highsch,2,full_time,9,16,55781,no,0,tenant,6,bonds,yes
F,22,married,highsch,1,full_time,0,3,31875,yes,53715,tenant,5,stocks,yes
M,23,single,basic,0,part_time,2,4,12750,no,0,tenant,5,stocks,yes
M,49,married,highsch,0,unemployed,0,17,0,yes,49609,owner,8,derivatives,yes
F,55,married,univ,2,part_time,13,14,55781,no,0,tenant,8,bonds,yes
F,49,single,univ,0,full_time,8,22,79688,no,0,tenant,12,bonds,yes
F,22,married,univ,0,full_time,1,2,53125,yes,28858,owner,7,bonds,yes
M,22,widowed,highsch,1,full_time,0,2,31875,no,0,owner,5,stocks,yes
M,26,single,univ,0,full_time,1,2,53125,no,0,tenant,5,stocks,yes
F,28,single,basic,0,self_employ,0,2,25500,no,0,tenant,3,stocks,no
M,32,married,highsch,0,full_time,6,7,47813,yes,50117,owner_morg,12,stocks,no
F,40,single,univ,0,unemployed,0,18,0,no,0,tenant,1,bonds,yes
F,32,married,highsch,0,unemployed,0,6,0,yes,5472,tenant,10,stocks,no
F,24,single,basic,0,full_time,2,2,21250,no,0,owner,6,bonds,yes
F,34,single,highsch,0,full_time,3,5,47813,no,0,tenant,15,derivatives,no
F,24,single,basic,0,full_time,1,4,21250,no,0,owner,4,stocks,yes
F,50,married,highsch,2,unemployed,0,22,0,yes,6187,tenant,12,stocks,no
F,21,divorced,highsch,1,full_time,0,2,31875,no,0,tenant,7,bonds,yes
M,22,married,univ,1,self_employ,2,3,63750,no,0,owner_morg,7,derivatives,yes
F,41,married,highsch,1,part_time,3,5,28688,yes,51660,owner_morg,14,bonds,yes
M,35,divorced,postgrad,2,full_time,4,10,127500,no,0,owner_morg,3,bonds,yes
F,28,divorced,postgrad,0,full_time,2,3,85000,no,0,owner,9,bonds,yes
M,31,married,basic,0,full_time,3,3,31875,yes,35324,owner_morg,2,derivatives,yes
M,29,married,highsch,2,part_time,4,4,19125,yes,43277,owner_morg,4,bonds,yes
F,60,widowed,postgrad,2,full_time,5,29,148750,no,0,tenant,12,stocks,no
M,63,widowed,univ,3,full_time,8,8,92969,no,0,tenant,3,stocks,no
F,30,divorced,highsch,2,self_employ,4,6,57375,no,0,tenant,14,stocks,no
M,55,single,basic,0,full_time,1,6,37188,no,0,tenant,12,bonds,no
F,35,widowed,univ,2,self_employ,1,6,95625,no,0,tenant,2,bonds,yes
M,62,divorced,highsch,2,self_employ,2,19,66938,no,0,tenant,3,stocks,no
F,35,single,postgrad,0,full_time,3,6,127500,no,0,owner,9,derivatives,no
F,22,single,basic,0,unemployed,0,0,0,no,0,tenant,3,bonds,yes
M,45,married,univ,1,full_time,6,17,79688,no,0,owner,12,stocks,no
M,29,single,univ,0,full_time,5,6,53125,no,0,tenant,2,derivatives,yes
F,27,married,highsch,1,self_employ,1,1,38250,yes,56170,tenant,8,derivatives,yes
F,35,married,highsch,2,self_employ,4,7,57375,yes,51790,tenant,7,derivatives,yes
M,37,married,highsch,0,full_time,5,5,47813,yes,59652,tenant,13,derivatives,yes
M,35,divorced,highsch,1,self_employ,4,6,57375,no,0,tenant,1,derivatives,yes
M,26,widowed,univ,0,part_time,3,6,31875,no,0,owner_morg,10,bonds,no
M,31,divorced,univ,2,self_employ,3,10,95625,no,0,owner,10,bonds,yes
M,47,single,basic,0,full_time,11,11,31875,no,0,tenant,13,derivatives,yes
M,75,divorced,basic,1,unemployed,0,23,0,no,0,owner_morg,15,stocks,no
F,58,widowed,highsch,2,unemployed,0,26,0,no,0,owner_morg,9,derivatives,yes
F,24,married,basic,0,self_employ,1,1,25500,yes,44242,tenant,3,derivatives,no
F,23,single,univ,0,self_employ,1,4,63750,no,0,tenant,6,bonds,yes
M,26,married,highsch,1,part_time,3,5,19125,yes,42305,owner,9,bonds,yes
M,29,married,univ,0,unemployed,0,6,0,no,0,tenant,7,derivatives,yes
F,38,divorced,basic,1,unemployed,0,1,0,no,0,owner,10,stocks,no
F,55,divorced,highsch,3,part_time,0,28,33469,no,0,tenant,12,bonds,yes
F,24,married,highsch,1,part_time,3,3,19125,yes,19520,tenant,5,stocks,yes
F,47,single,univ,0,full_time,10,10,79688,no,0,owner_morg,6,stocks,no
M,21,single,highsch,0,part_time,1,2,19125,no,0,w_parents,3,bonds,no
M,44,married,highsch,0,self_employ,2,6,57375,yes,36799,owner_morg,12,stocks,no
M,25,married,univ,0,part_time,1,2,31875,yes,35250,tenant,2,derivatives,yes
F,37,single,highsch,0,part_time,1,1,28688,no,0,tenant,14,bonds,yes
M,51,single,basic,0,part_time,12,23,22313,no,0,tenant,8,derivatives,yes
M,67,divorced,postgrad,0,unemployed,0,18,0,no,0,owner_morg,9,bonds,no
M,63,widowed,univ,2,full_time,9,12,92969,no,0,tenant,8,derivatives,no
F,41,divorced,basic,0,unemployed,0,14,0,no,0,tenant,9,bonds,yes
M,29,single,univ,0,part_time,1,8,31875,no,0,tenant,5,bonds,no
M,34,married,highsch,1,unemployed,0,10,0,yes,26821,tenant,4,stocks,no
M,27,divorced,univ,2,unemployed,0,7,0,no,0,tenant,3,bonds,yes
M,22,divorced,univ,0,self_employ,0,2,63750,no,0,tenant,5,derivatives,no
F,45,divorced,postgrad,2,full_time,11,18,127500,no,0,owner_morg,2,stocks,no
M,24,single,highsch,0,full_time,3,4,31875,no,0,owner_morg,4,derivatives,yes
M,48,divorced,basic,2,self_employ,9,16,38250,no,0,tenant,4,bonds,yes
F,23,married,highsch,0,full_time,1,2,31875,yes,32389,owner,4,derivatives,no
M,26,divorced,basic,2,self_employ,1,6,25500,no,0,tenant,10,bonds,yes
M,28,single,univ,0,part_time,5,5,31875,no,0,tenant,9,bonds,no
F,34,single,univ,0,self_employ,4,6,95625,no,0,owner_morg,1,stocks,no
M,35,divorced,univ,3,self_employ,4,5,95625,no,0,tenant,5,bonds,yes
F,30,divorced,univ,0,full_time,5,6,79688,no,0,owner,1,bonds,yes
F,47,married,univ,1,self_employ,9,21,95625,yes,55373,owner,8,derivatives,yes
M,38,widowed,univ,1,part_time,9,11,47813,no,0,tenant,11,bonds,yes
F,42,single,highsch,0,full_time,10,17,47813,no,0,owner,9,derivatives,no
M,21,widowed,basic,1,self_employ,1,1,25500,no,0,tenant,3,derivatives,yes
M,33,divorced,basic,0,full_time,1,11,31875,no,0,tenant,3,derivatives,yes
F,55,married,basic,2,self_employ,17,22,44625,yes,45724,tenant,1,derivatives,yes
F,40,single,highsch,0,part_time,0,1,28688,no,0,owner,10,bonds,yes
M,27,single,highsch,0,part_time,4,5,19125,no,0,tenant,4,bonds,no
